site_code year month day hour minute second time_decimal value value_std_dev nvalue latitude longitude altitude elevation intake_height qcflag,year ,month,day ,hour ,minute ,second, time_decimal,value,value_std_dev ,nvalue,latitude,longitude altitude elevation intake_height qcflag,altitude, elevation ,intake_height ,qcflag
BRW,2015,3,1,0,0,0,2015.161644,406.98,0.46,30,71.323,-156.611,27.46,11,16.46,...
BRW,2015,4,1,0,0,0,2015.246575,407.23,0.46,30,71.323,-156.611,27.46,11,16.46,...
BRW,2015,5,1,0,0,0,2015.328767,407.11,0.52,30,71.323,-156.611,27.46,11,16.46,...
BRW,2015,6,1,0,0,0,2015.413699,402.89,2.78,28,71.323,-156.611,27.46,11,16.46,...
BRW,2015,7,1,0,0,0,2015.49589,394.82,2.35,29,71.323,-156.611,27.46,11,16.46,...
BRW,2015,8,1,0,0,0,2015.580822,390.22,1.26,29,71.323,-156.611,27.46,11,16.46,...
BRW,2015,9,1,0,0,0,2015.665753,392.26,1.92,29,71.323,-156.611,27.46,11,16.46,...
BRW,2015,10,1,0,0,0,2015.747945,397.17,1.75,30,71.323,-156.611,27.46,11,16.46,...
BRW,2015,11,1,0,0,0,2015.832877,403.99,1.94,29,71.323,-156.611,27.46,11,16.46,...
BRW,2015,12,1,0,0,0,2015.915068,407.38,1.3,31,71.323,-156.611,27.46,11,16.46,...
BRW,2016,1,1,0,0,0,2016,408.39,1.06,27,71.323,-156.611,27.46,11,16.46,...
BRW,2016,2,1,0,0,0,2016.084699,408.3,0.61,27,71.323,-156.611,27.46,11,16.46,...
BRW,2016,3,1,0,0,0,2016.163934,408.87,0.49,29,71.323,-156.611,27.46,11,16.46,...
BRW,2016,4,1,0,0,0,2016.248634,409.56,0.26,30,71.323,-156.611,27.46,11,16.46,...
BRW,2016,5,1,0,0,0,2016.330601,409.25,0.97,31,71.323,-156.611,27.46,11,16.46,...
BRW,2016,6,1,0,0,0,2016.415301,406.23,2.9,27,71.323,-156.611,27.46,11,16.46,...
BRW,2016,7,1,0,0,0,2016.497268,396.75,2.42,24,71.323,-156.611,27.46,11,16.46,...
BRW,2016,8,1,0,0,0,2016.581967,392.83,1.05,28,71.323,-156.611,27.46,11,16.46,...
BRW,2016,9,1,0,0,0,2016.666667,395.69,3.53,25,71.323,-156.611,27.46,11,16.46,...
BRW,2016,10,1,0,0,0,2016.748634,404.14,2.75,28,71.323,-156.611,27.46,11,16.46,...
BRW,2016,11,1,0,0,0,2016.833333,406.19,1.55,27,71.323,-156.611,27.46,11,16.46,...
BRW,2016,12,1,0,0,0,2016.915301,410.49,1.31,27,71.323,-156.611,27.46,11,16.46,...
BRW,2017,1,1,0,0,0,2017,411.8,1.4,31,71.323,-156.611,27.46,11,16.46,...
BRW,2017,2,1,0,0,0,2017.084932,414.38,2.57,27,71.323,-156.611,27.46,11,16.46,...
BRW,2017,3,1,0,0,0,2017.161644,413.87,0.65,28,71.323,-156.611,27.46,11,16.46,...
BRW,2017,4,1,0,0,0,2017.246575,413.47,0.37,30,71.323,-156.611,27.46,11,16.46,...
BRW,2017,5,1,0,0,0,2017.328767,413.32,0.57,31,71.323,-156.611,27.46,11,16.46,...
BRW,2017,6,1,0,0,0,2017.413699,410.38,2.36,29,71.323,-156.611,27.46,11,16.46,...
BRW,2017,7,1,0,0,0,2017.49589,402.04,2.59,20,71.323,-156.611,27.46,11,16.46,...
BRW,2017,8,1,0,0,0,2017.580822,396.12,0.64,28,71.323,-156.611,27.46,11,16.46,...
BRW,2017,9,1,0,0,0,2017.665753,398.17,2.43,27,71.323,-156.611,27.46,11,16.46,...
BRW,2017,10,1,0,0,0,2017.747945,404.32,2.43,23,71.323,-156.611,27.46,11,16.46,...
BRW,2017,11,1,0,0,0,2017.832877,410.15,1.11,28,71.323,-156.611,27.46,11,16.46,...
BRW,2017,12,1,0,0,0,2017.915068,411.35,1.38,30,71.323,-156.611,27.46,11,16.46,...
BRW,2018,1,1,0,0,0,2018,413.21,0.77,29,71.323,-156.611,27.46,11,16.46,...
BRW,2018,2,1,0,0,0,2018.084932,414.16,1.15,28,71.323,-156.611,27.46,11,16.46,...
BRW,2018,3,1,0,0,0,2018.161644,414.54,0.53,31,71.323,-156.611,27.46,11,16.46,...
BRW,2018,4,1,0,0,0,2018.246575,415.91,0.5,30,71.323,-156.611,27.46,11,16.46,...
BRW,2018,5,1,0,0,0,2018.328767,415.48,0.63,31,71.323,-156.611,27.46,11,16.46,...
BRW,2018,6,1,0,0,0,2018.413699,413.27,1.97,30,71.323,-156.611,27.46,11,16.46,...
BRW,2018,7,1,0,0,0,2018.49589,404.43,2.96,24,71.323,-156.611,27.46,11,16.46,...
BRW,2018,8,1,0,0,0,2018.580822,399.29,1.79,26,71.323,-156.611,27.46,11,16.46,...
BRW,2018,9,1,0,0,0,2018.665753,400.56,2.32,27,71.323,-156.611,27.46,11,16.46,...
BRW,2018,10,1,0,0,0,2018.747945,405.8,1.89,30,71.323,-156.611,27.46,11,16.46,...
BRW,2018,11,1,0,0,0,2018.832877,411.82,1.59,25,71.323,-156.611,27.46,11,16.46,...
BRW,2018,12,1,0,0,0,2018.915068,414.55,1.21,31,71.323,-156.611,27.46,11,16.46,...
BRW,2019,1,1,0,0,0,2019,416.06,1.02,26,71.323,-156.611,27.46,11,16.46,...
BRW,2019,2,1,0,0,0,2019.084932,416.79,0.91,28,71.323,-156.611,27.46,11,16.46,...
BRW,2019,3,1,0,0,0,2019.161644,417.44,0.7,31,71.323,-156.611,27.46,11,16.46,...
BRW,2019,4,1,0,0,0,2019.246575,417.81,0.47,30,71.323,-156.611,27.46,11,16.46,...
BRW,2019,5,1,0,0,0,2019.328767,417.02,0.82,31,71.323,-156.611,27.46,11,16.46,...
BRW,2019,6,1,0,0,0,2019.413699,413.79,1.49,27,71.323,-156.611,27.46,11,16.46,...
BRW,2019,7,1,0,0,0,2019.49589,404.49,2.55,19,71.323,-156.611,27.46,11,16.46,...
BRW,2019,8,1,0,0,0,2019.580822,400.46,1.46,27,71.323,-156.611,27.46,11,16.46,...
BRW,2019,9,1,0,0,0,2019.665753,404.35,2.9,22,71.323,-156.611,27.46,11,16.46,...
BRW,2019,10,1,0,0,0,2019.747945,409.49,2.28,25,71.323,-156.611,27.46,11,16.46,...
BRW,2019,11,1,0,0,0,2019.832877,414.14,1.76,25,71.323,-156.611,27.46,11,16.46,...
BRW,2019,12,1,0,0,0,2019.915068,416.8,1.18,29,71.323,-156.611,27.46,11,16.46,...
